ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
218,272,-12,-12,0,280,10,80,20,800,400,20,12,30
206,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
194,248,-12,-12,0,240,10,80,20,800,400,20,12,30
182,236,-12,-12,0,240,10,80,20,800,400,20,12,30
170,224,-12,-12,0,240,10,80,20,800,400,20,12,30
158,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
146,200,-12,-12,0,200,10,80,20,800,400,20,12,30
134,188,-12,-12,0,200,10,80,20,800,400,20,12,30
122,176,-12,-12,0,200,10,80,20,800,400,20,12,30
110,164,-12,-12,-1,180,10,80,20,800,400,20,12,30
98,152,-12,-12,0,160,10,80,20,800,400,20,12,30
86,140,-12,-12,0,160,10,80,20,800,400,20,12,30
74,128,-12,-12,0,160,10,80,20,800,400,20,12,30
62,116,-12,-12,0,160,10,80,20,800,400,20,12,30
50,104,-12,-12,-1,140,10,80,20,800,400,20,12,30
38,92,-12,-12,0,120,10,80,20,800,400,20,12,30
50,80,12,-12,0,120,10,80,20,800,400,20,12,30
62,68,12,-12,0,120,10,80,20,800,400,20,12,30
74,56,12,-12,0,120,10,80,20,800,400,20,12,30
86,44,12,-12,0,120,10,80,20,800,400,20,12,30
98,32,12,-12,0,120,10,80,20,800,400,20,12,30
110,44,12,12,0,120,10,80,20,800,400,20,12,30
122,56,12,12,0,120,10,80,20,800,400,20,12,30
134,68,12,12,0,120,10,80,20,800,400,20,12,30
146,80,12,12,0,120,10,80,20,800,400,20,12,30
158,92,12,12,0,120,10,80,20,800,400,20,12,30
170,104,12,12,0,120,10,80,20,800,400,20,12,30
182,116,12,12,0,120,10,80,20,800,400,20,12,30
194,128,12,12,1,140,10,80,20,800,400,20,12,30
206,140,12,12,0,160,10,80,20,800,400,20,12,30
218,152,12,12,0,160,10,80,20,800,400,20,12,30
230,164,12,12,0,160,10,80,20,800,400,20,12,30
242,176,12,12,1,180,10,80,20,800,400,20,12,30
254,188,12,12,0,200,10,80,20,800,400,20,12,30
266,200,12,12,0,200,10,80,20,800,400,20,12,30
278,212,12,12,0,200,10,80,20,800,400,20,12,30
290,224,12,12,1,220,10,80,20,800,400,20,12,30
302,236,12,12,0,240,10,80,20,800,400,20,12,30
314,248,12,12,0,240,10,80,20,800,400,20,12,30
326,260,12,12,0,240,10,80,20,800,400,20,12,30
338,272,12,12,1,260,10,80,20,800,400,20,12,30
350,284,12,12,0,280,10,80,20,800,400,20,12,30
362,296,12,12,0,280,10,80,20,800,400,20,12,30
374,308,12,12,0,280,10,80,20,800,400,20,12,30
386,320,12,12,0,280,10,80,20,800,400,20,12,30
398,332,12,12,1,300,10,80,20,800,400,20,12,30
410,344,12,12,0,320,10,80,20,800,400,20,12,30
422,356,12,12,0,320,10,80,20,800,400,20,12,30
434,368,12,12,0,320,10,80,20,800,400,20,12,30
446,356,12,-12,0,320,10,80,20,800,400,20,12,30
458,344,12,-12,0,320,10,80,20,800,400,20,12,30
470,332,12,-12,0,320,10,80,20,800,400,20,12,30
482,320,12,-12,0,320,10,80,20,800,400,20,12,30
494,308,12,-12,-1,300,10,80,20,800,400,20,12,30
506,296,12,-12,0,280,10,80,20,800,400,20,12,30
518,284,12,-12,0,280,10,80,20,800,400,20,12,30
530,272,12,-12,0,280,10,80,20,800,400,20,12,30
542,260,12,-12,0,280,10,80,20,800,400,20,12,30
554,248,12,-12,-1,260,10,80,20,800,400,20,12,30
566,236,12,-12,0,240,10,80,20,800,400,20,12,30
578,224,12,-12,0,240,10,80,20,800,400,20,12,30
590,212,12,-12,-1,220,10,80,20,800,400,20,12,30
602,200,12,-12,0,200,10,80,20,800,400,20,12,30
614,188,12,-12,0,200,10,80,20,800,400,20,12,30
626,176,12,-12,-1,180,10,80,20,800,400,20,12,30
638,164,12,-12,0,160,10,80,20,800,400,20,12,30
650,152,12,-12,0,160,10,80,20,800,400,20,12,30
662,140,12,-12,-1,140,10,80,20,800,400,20,12,30
674,128,12,-12,0,120,10,80,20,800,400,20,12,30
686,116,12,-12,0,120,10,80,20,800,400,20,12,30
698,104,12,-12,0,120,10,80,20,800,400,20,12,30
710,92,12,-12,-1,100,10,80,20,800,400,20,12,30
722,80,12,-12,0,80,10,80,20,800,400,20,12,30
734,68,12,-12,0,80,10,80,20,800,400,20,12,30
746,56,12,-12,0,80,10,80,20,800,400,20,12,30
758,44,12,-12,0,80,10,80,20,800,400,20,12,30
770,32,12,-12,0,80,10,80,20,800,400,20,12,30
782,44,12,12,0,80,10,80,20,800,400,20,12,30
770,56,-12,12,0,80,10,80,20,800,400,20,12,30
758,68,-12,12,0,80,10,80,20,800,400,20,12,30
746,80,-12,12,0,80,10,80,20,800,400,20,12,30
734,92,-12,12,1,100,10,80,20,800,400,20,12,30
722,104,-12,12,0,120,10,80,20,800,400,20,12,30
710,116,-12,12,0,120,10,80,20,800,400,20,12,30
698,128,-12,12,0,120,10,80,20,800,400,20,12,30
686,140,-12,12,0,120,10,80,20,800,400,20,12,30
674,152,-12,12,1,140,10,80,20,800,400,20,12,30
662,164,-12,12,0,160,10,80,20,800,400,20,12,30
650,176,-12,12,0,160,10,80,20,800,400,20,12,30
638,188,-12,12,1,180,10,80,20,800,400,20,12,30
626,200,-12,12,0,200,10,80,20,800,400,20,12,30
614,212,-12,12,0,200,10,80,20,800,400,20,12,30
602,224,-12,12,1,220,10,80,20,800,400,20,12,30
590,236,-12,12,0,240,10,80,20,800,400,20,12,30
578,248,-12,12,0,240,10,80,20,800,400,20,12,30
566,260,-12,12,1,260,10,80,20,800,400,20,12,30
554,272,-12,12,0,280,10,80,20,800,400,20,12,30
542,284,-12,12,0,280,10,80,20,800,400,20,12,30
530,296,-12,12,0,280,10,80,20,800,400,20,12,30
518,308,-12,12,0,280,10,80,20,800,400,20,12,30
506,320,-12,12,1,300,10,80,20,800,400,20,12,30
494,332,-12,12,0,320,10,80,20,800,400,20,12,30
482,344,-12,12,0,320,10,80,20,800,400,20,12,30
470,356,-12,12,0,320,10,80,20,800,400,20,12,30
458,368,-12,12,0,320,10,80,20,800,400,20,12,30
446,356,-12,-12,0,320,10,80,20,800,400,20,12,30
434,344,-12,-12,0,320,10,80,20,800,400,20,12,30
422,332,-12,-12,0,320,10,80,20,800,400,20,12,30
410,320,-12,-12,0,320,10,80,20,800,400,20,12,30
398,308,-12,-12,-1,300,10,80,20,800,400,20,12,30
386,296,-12,-12,0,280,10,80,20,800,400,20,12,30
374,284,-12,-12,0,280,10,80,20,800,400,20,12,30
362,272,-12,-12,0,280,10,80,20,800,400,20,12,30
350,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
338,248,-12,-12,0,240,10,80,20,800,400,20,12,30
326,236,-12,-12,0,240,10,80,20,800,400,20,12,30
314,224,-12,-12,0,240,10,80,20,800,400,20,12,30
302,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
290,200,-12,-12,0,200,10,80,20,800,400,20,12,30
278,188,-12,-12,0,200,10,80,20,800,400,20,12,30
266,176,-12,-12,0,200,10,80,20,800,400,20,12,30
254,164,-12,-12,-1,180,10,80,20,800,400,20,12,30
242,152,-12,-12,0,160,10,80,20,800,400,20,12,30
230,140,-12,-12,0,160,10,80,20,800,400,20,12,30
218,128,-12,-12,0,160,10,80,20,800,400,20,12,30
206,116,-12,-12,-1,140,10,80,20,800,400,20,12,30
194,104,-12,-12,0,120,10,80,20,800,400,20,12,30
182,92,-12,-12,0,120,10,80,20,800,400,20,12,30
170,80,-12,-12,0,120,10,80,20,800,400,20,12,30
158,68,-12,-12,0,120,10,80,20,800,400,20,12,30
146,56,-12,-12,0,120,10,80,20,800,400,20,12,30
134,44,-12,-12,0,120,10,80,20,800,400,20,12,30
122,32,-12,-12,-1,100,10,80,20,800,400,20,12,30
110,44,-12,12,1,100,10,80,20,800,400,20,12,30
98,56,-12,12,0,120,10,80,20,800,400,20,12,30
86,68,-12,12,0,120,10,80,20,800,400,20,12,30
74,80,-12,12,0,120,10,80,20,800,400,20,12,30
62,92,-12,12,0,120,10,80,20,800,400,20,12,30
50,104,-12,12,0,120,10,80,20,800,400,20,12,30
38,116,-12,12,1,140,10,80,20,800,400,20,12,30
50,128,12,12,0,160,10,80,20,800,400,20,12,30
62,140,12,12,0,160,10,80,20,800,400,20,12,30
74,152,12,12,0,160,10,80,20,800,400,20,12,30
86,164,12,12,0,160,10,80,20,800,400,20,12,30
98,176,12,12,1,180,10,80,20,800,400,20,12,30
110,188,12,12,0,200,10,80,20,800,400,20,12,30
122,200,12,12,0,200,10,80,20,800,400,20,12,30
134,212,12,12,0,200,10,80,20,800,400,20,12,30
146,224,12,12,1,220,10,80,20,800,400,20,12,30
158,236,12,12,0,240,10,80,20,800,400,20,12,30
170,248,12,12,0,240,10,80,20,800,400,20,12,30
182,260,12,12,0,240,10,80,20,800,400,20,12,30
194,272,12,12,1,260,10,80,20,800,400,20,12,30
206,284,12,12,0,280,10,80,20,800,400,20,12,30
218,296,12,12,0,280,10,80,20,800,400,20,12,30
230,308,12,12,0,280,10,80,20,800,400,20,12,30
242,320,12,12,0,280,10,80,20,800,400,20,12,30
254,332,12,12,0,280,10,80,20,800,400,20,12,30
266,344,12,12,1,300,10,80,20,800,400,20,12,30
278,356,12,12,0,320,10,80,20,800,400,20,12,30
290,368,12,12,0,320,10,80,20,800,400,20,12,30
302,356,12,-12,0,320,10,80,20,800,400,20,12,30
314,344,12,-12,0,320,10,80,20,800,400,20,12,30
326,332,12,-12,0,320,10,80,20,800,400,20,12,30
338,320,12,-12,-1,300,10,80,20,800,400,20,12,30
350,308,12,-12,0,280,10,80,20,800,400,20,12,30
362,296,12,-12,0,280,10,80,20,800,400,20,12,30
374,284,12,-12,0,280,10,80,20,800,400,20,12,30
386,272,12,-12,0,280,10,80,20,800,400,20,12,30
398,260,12,-12,-1,260,10,80,20,800,400,20,12,30
410,248,12,-12,0,240,10,80,20,800,400,20,12,30
422,236,12,-12,0,240,10,80,20,800,400,20,12,30
434,224,12,-12,0,240,10,80,20,800,400,20,12,30
446,212,12,-12,-1,220,10,80,20,800,400,20,12,30
458,200,12,-12,0,200,10,80,20,800,400,20,12,30
470,188,12,-12,0,200,10,80,20,800,400,20,12,30
482,176,12,-12,-1,180,10,80,20,800,400,20,12,30
494,164,12,-12,0,160,10,80,20,800,400,20,12,30
506,152,12,-12,0,160,10,80,20,800,400,20,12,30
518,140,12,-12,0,160,10,80,20,800,400,20,12,30
530,128,12,-12,-1,140,10,80,20,800,400,20,12,30
542,116,12,-12,0,120,10,80,20,800,400,20,12,30
554,104,12,-12,0,120,10,80,20,800,400,20,12,30
566,92,12,-12,-1,100,10,80,20,800,400,20,12,30
578,80,12,-12,0,80,10,80,20,800,400,20,12,30
590,68,12,-12,0,80,10,80,20,800,400,20,12,30
602,56,12,-12,0,80,10,80,20,800,400,20,12,30
614,44,12,-12,0,80,10,80,20,800,400,20,12,30
626,32,12,-12,0,80,10,80,20,800,400,20,12,30
638,44,12,12,0,80,10,80,20,800,400,20,12,30
650,56,12,12,0,80,10,80,20,800,400,20,12,30
662,68,12,12,0,80,10,80,20,800,400,20,12,30
674,80,12,12,0,80,10,80,20,800,400,20,12,30
686,92,12,12,0,80,10,80,20,800,400,20,12,30
698,104,12,12,1,100,10,80,20,800,400,20,12,30
710,116,12,12,0,120,10,80,20,800,400,20,12,30
722,128,12,12,0,120,10,80,20,800,400,20,12,30
734,140,12,12,0,120,10,80,20,800,400,20,12,30
746,152,12,12,1,140,10,80,20,800,400,20,12,30
758,164,12,12,0,160,10,80,20,800,400,20,12,30
770,176,12,12,0,160,10,80,20,800,400,20,12,30
758,188,-12,12,1,180,10,80,20,800,400,20,12,30
746,200,-12,12,0,200,10,80,20,800,400,20,12,30
734,212,-12,12,0,200,10,80,20,800,400,20,12,30
722,224,-12,12,1,220,10,80,20,800,400,20,12,30
710,236,-12,12,0,240,10,80,20,800,400,20,12,30
698,248,-12,12,0,240,10,80,20,800,400,20,12,30
686,260,-12,12,0,240,10,80,20,800,400,20,12,30
674,272,-12,12,1,260,10,80,20,800,400,20,12,30
662,284,-12,12,0,280,10,80,20,800,400,20,12,30
650,296,-12,12,0,280,10,80,20,800,400,20,12,30
638,308,-12,12,1,300,10,80,20,800,400,20,12,30
626,320,-12,12,0,320,10,80,20,800,400,20,12,30
614,332,-12,12,0,320,10,80,20,800,400,20,12,30
602,344,-12,12,0,320,10,80,20,800,400,20,12,30
590,356,-12,12,0,320,10,80,20,800,400,20,12,30
578,368,-12,12,0,320,10,80,20,800,400,20,12,30
566,356,-12,-12,0,320,10,80,20,800,400,20,12,30
554,344,-12,-12,0,320,10,80,20,800,400,20,12,30
542,332,-12,-12,0,320,10,80,20,800,400,20,12,30
530,320,-12,-12,0,320,10,80,20,800,400,20,12,30
518,308,-12,-12,-1,300,10,80,20,800,400,20,12,30
506,296,-12,-12,0,280,10,80,20,800,400,20,12,30
494,284,-12,-12,0,280,10,80,20,800,400,20,12,30
482,272,-12,-12,0,280,10,80,20,800,400,20,12,30
470,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
458,248,-12,-12,0,240,10,80,20,800,400,20,12,30
446,236,-12,-12,0,240,10,80,20,800,400,20,12,30
434,224,-12,-12,0,240,10,80,20,800,400,20,12,30
422,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
410,200,-12,-12,0,200,10,80,20,800,400,20,12,30
398,188,-12,-12,0,200,10,80,20,800,400,20,12,30
386,176,-12,-12,0,200,10,80,20,800,400,20,12,30
374,164,-12,-12,-1,180,10,80,20,800,400,20,12,30
362,152,-12,-12,0,160,10,80,20,800,400,20,12,30
350,140,-12,-12,0,160,10,80,20,800,400,20,12,30
338,128,-12,-12,-1,140,10,80,20,800,400,20,12,30
326,116,-12,-12,0,120,10,80,20,800,400,20,12,30
314,104,-12,-12,0,120,10,80,20,800,400,20,12,30
302,92,-12,-12,0,120,10,80,20,800,400,20,12,30
290,80,-12,-12,0,120,10,80,20,800,400,20,12,30
278,68,-12,-12,0,120,10,80,20,800,400,20,12,30
266,56,-12,-12,-1,100,10,80,20,800,400,20,12,30
254,44,-12,-12,0,80,10,80,20,800,400,20,12,30
242,32,-12,-12,0,80,10,80,20,800,400,20,12,30
230,44,-12,12,0,80,10,80,20,800,400,20,12,30
218,56,-12,12,0,80,10,80,20,800,400,20,12,30
206,68,-12,12,1,100,10,80,20,800,400,20,12,30
194,80,-12,12,0,120,10,80,20,800,400,20,12,30
182,92,-12,12,0,120,10,80,20,800,400,20,12,30
170,104,-12,12,0,120,10,80,20,800,400,20,12,30
158,116,-12,12,0,120,10,80,20,800,400,20,12,30
146,128,-12,12,1,140,10,80,20,800,400,20,12,30
134,140,-12,12,0,160,10,80,20,800,400,20,12,30
122,152,-12,12,0,160,10,80,20,800,400,20,12,30
110,164,-12,12,0,160,10,80,20,800,400,20,12,30
98,176,-12,12,1,180,10,80,20,800,400,20,12,30
86,188,-12,12,0,200,10,80,20,800,400,20,12,30
74,200,-12,12,0,200,10,80,20,800,400,20,12,30
62,212,-12,12,0,200,10,80,20,800,400,20,12,30
50,224,-12,12,0,200,10,80,20,800,400,20,12,30
38,236,-12,12,1,220,10,80,20,800,400,20,12,30
50,248,12,12,0,240,10,80,20,800,400,20,12,30
62,260,12,12,0,240,10,80,20,800,400,20,12,30
74,272,12,12,0,240,10,80,20,800,400,20,12,30
86,284,12,12,0,240,10,80,20,800,400,20,12,30
98,296,12,12,1,260,10,80,20,800,400,20,12,30
110,308,12,12,0,280,10,80,20,800,400,20,12,30
122,320,12,12,0,280,10,80,20,800,400,20,12,30
134,332,12,12,0,280,10,80,20,800,400,20,12,30
146,344,12,12,0,280,10,80,20,800,400,20,12,30
158,356,12,12,1,300,10,80,20,800,400,20,12,30
170,368,12,12,0,320,10,80,20,800,400,20,12,30
182,356,12,-12,0,320,10,80,20,800,400,20,12,30
194,344,12,-12,0,320,10,80,20,800,400,20,12,30
206,332,12,-12,-1,300,10,80,20,800,400,20,12,30
218,320,12,-12,0,280,10,80,20,800,400,20,12,30
230,308,12,-12,0,280,10,80,20,800,400,20,12,30
242,296,12,-12,0,280,10,80,20,800,400,20,12,30
254,284,12,-12,0,280,10,80,20,800,400,20,12,30
266,272,12,-12,0,280,10,80,20,800,400,20,12,30
278,260,12,-12,-1,260,10,80,20,800,400,20,12,30
290,248,12,-12,0,240,10,80,20,800,400,20,12,30
302,236,12,-12,0,240,10,80,20,800,400,20,12,30
314,224,12,-12,0,240,10,80,20,800,400,20,12,30
326,212,12,-12,-1,220,10,80,20,800,400,20,12,30
338,200,12,-12,0,200,10,80,20,800,400,20,12,30
350,188,12,-12,0,200,10,80,20,800,400,20,12,30
362,176,12,-12,0,200,10,80,20,800,400,20,12,30
374,164,12,-12,-1,180,10,80,20,800,400,20,12,30
386,152,12,-12,0,160,10,80,20,800,400,20,12,30
398,140,12,-12,0,160,10,80,20,800,400,20,12,30
410,128,12,-12,-1,140,10,80,20,800,400,20,12,30
422,116,12,-12,0,120,10,80,20,800,400,20,12,30
434,104,12,-12,0,120,10,80,20,800,400,20,12,30
446,92,12,-12,0,120,10,80,20,800,400,20,12,30
458,80,12,-12,-1,100,10,80,20,800,400,20,12,30
470,68,12,-12,0,80,10,80,20,800,400,20,12,30
482,56,12,-12,0,80,10,80,20,800,400,20,12,30
494,44,12,-12,0,80,10,80,20,800,400,20,12,30
506,32,12,-12,0,80,10,80,20,800,400,20,12,30
518,44,12,12,0,80,10,80,20,800,400,20,12,30
530,56,12,12,0,80,10,80,20,800,400,20,12,30
542,68,12,12,0,80,10,80,20,800,400,20,12,30
554,80,12,12,0,80,10,80,20,800,400,20,12,30
566,92,12,12,0,80,10,80,20,800,400,20,12,30
578,104,12,12,1,100,10,80,20,800,400,20,12,30
590,116,12,12,0,120,10,80,20,800,400,20,12,30
602,128,12,12,0,120,10,80,20,800,400,20,12,30
614,140,12,12,0,120,10,80,20,800,400,20,12,30
626,152,12,12,1,140,10,80,20,800,400,20,12,30
638,164,12,12,0,160,10,80,20,800,400,20,12,30
650,176,12,12,0,160,10,80,20,800,400,20,12,30
662,188,12,12,1,180,10,80,20,800,400,20,12,30
674,200,12,12,0,200,10,80,20,800,400,20,12,30
686,212,12,12,0,200,10,80,20,800,400,20,12,30
698,224,12,12,1,220,10,80,20,800,400,20,12,30
710,236,12,12,0,240,10,80,20,800,400,20,12,30
722,248,12,12,0,240,10,80,20,800,400,20,12,30
734,260,12,12,0,240,10,80,20,800,400,20,12,30
746,272,12,12,1,260,10,80,20,800,400,20,12,30
758,284,12,12,0,280,10,80,20,800,400,20,12,30
770,296,12,12,0,280,10,80,20,800,400,20,12,30
758,308,-12,12,0,280,10,80,20,800,400,20,12,30
746,320,-12,12,0,280,10,80,20,800,400,20,12,30
734,332,-12,12,1,300,10,80,20,800,400,20,12,30
722,344,-12,12,0,320,10,80,20,800,400,20,12,30
710,356,-12,12,0,320,10,80,20,800,400,20,12,30
698,368,-12,12,0,320,10,80,20,800,400,20,12,30
686,356,-12,-12,0,320,10,80,20,800,400,20,12,30
674,344,-12,-12,0,320,10,80,20,800,400,20,12,30
662,332,-12,-12,0,320,10,80,20,800,400,20,12,30
650,320,-12,-12,0,320,10,80,20,800,400,20,12,30
638,308,-12,-12,0,320,10,80,20,800,400,20,12,30
626,296,-12,-12,-1,300,10,80,20,800,400,20,12,30
614,284,-12,-12,0,280,10,80,20,800,400,20,12,30
602,272,-12,-12,0,280,10,80,20,800,400,20,12,30
590,260,-12,-12,0,280,10,80,20,800,400,20,12,30
578,248,-12,-12,-1,260,10,80,20,800,400,20,12,30
566,236,-12,-12,0,240,10,80,20,800,400,20,12,30
554,224,-12,-12,0,240,10,80,20,800,400,20,12,30
542,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
530,200,-12,-12,0,200,10,80,20,800,400,20,12,30
518,188,-12,-12,0,200,10,80,20,800,400,20,12,30
506,176,-12,-12,-1,180,10,80,20,800,400,20,12,30
494,164,-12,-12,0,160,10,80,20,800,400,20,12,30
482,152,-12,-12,0,160,10,80,20,800,400,20,12,30
470,140,-12,-12,0,160,10,80,20,800,400,20,12,30
458,128,-12,-12,-1,140,10,80,20,800,400,20,12,30
446,116,-12,-12,0,120,10,80,20,800,400,20,12,30
434,104,-12,-12,0,120,10,80,20,800,400,20,12,30
422,92,-12,-12,0,120,10,80,20,800,400,20,12,30
410,80,-12,-12,0,120,10,80,20,800,400,20,12,30
398,68,-12,-12,-1,100,10,80,20,800,400,20,12,30
386,56,-12,-12,0,80,10,80,20,800,400,20,12,30
374,44,-12,-12,0,80,10,80,20,800,400,20,12,30
362,32,-12,-12,0,80,10,80,20,800,400,20,12,30
350,44,-12,12,0,80,10,80,20,800,400,20,12,30
338,56,-12,12,0,80,10,80,20,800,400,20,12,30
326,68,-12,12,1,100,10,80,20,800,400,20,12,30
314,80,-12,12,0,120,10,80,20,800,400,20,12,30
302,92,-12,12,0,120,10,80,20,800,400,20,12,30
290,104,-12,12,0,120,10,80,20,800,400,20,12,30
278,116,-12,12,0,120,10,80,20,800,400,20,12,30
266,128,-12,12,1,140,10,80,20,800,400,20,12,30
254,140,-12,12,0,160,10,80,20,800,400,20,12,30
242,152,-12,12,0,160,10,80,20,800,400,20,12,30
230,164,-12,12,0,160,10,80,20,800,400,20,12,30
218,176,-12,12,1,180,10,80,20,800,400,20,12,30
206,188,-12,12,0,200,10,80,20,800,400,20,12,30
194,200,-12,12,0,200,10,80,20,800,400,20,12,30
182,212,-12,12,0,200,10,80,20,800,400,20,12,30
170,224,-12,12,1,220,10,80,20,800,400,20,12,30
158,236,-12,12,0,240,10,80,20,800,400,20,12,30
146,248,-12,12,0,240,10,80,20,800,400,20,12,30
134,260,-12,12,0,240,10,80,20,800,400,20,12,30
122,272,-12,12,0,240,10,80,20,800,400,20,12,30
110,284,-12,12,1,260,10,80,20,800,400,20,12,30
98,296,-12,12,0,280,10,80,20,800,400,20,12,30
86,308,-12,12,0,280,10,80,20,800,400,20,12,30
74,320,-12,12,0,280,10,80,20,800,400,20,12,30
62,332,-12,12,0,280,10,80,20,800,400,20,12,30
50,344,-12,12,0,280,10,80,20,800,400,20,12,30
38,356,-12,12,0,280,10,80,20,800,400,20,12,30
50,368,12,12,0,280,10,80,20,800,400,20,12,30
62,356,12,-12,0,280,10,80,20,800,400,20,12,30
74,344,12,-12,0,280,10,80,20,800,400,20,12,30
86,332,12,-12,0,280,10,80,20,800,400,20,12,30
98,320,12,-12,0,280,10,80,20,800,400,20,12,30
110,308,12,-12,0,280,10,80,20,800,400,20,12,30
122,296,12,-12,0,280,10,80,20,800,400,20,12,30
134,284,12,-12,0,280,10,80,20,800,400,20,12,30
146,272,12,-12,-1,260,10,80,20,800,400,20,12,30
158,260,12,-12,0,240,10,80,20,800,400,20,12,30
170,248,12,-12,0,240,10,80,20,800,400,20,12,30
182,236,12,-12,0,240,10,80,20,800,400,20,12,30
194,224,12,-12,0,240,10,80,20,800,400,20,12,30
206,212,12,-12,-1,220,10,80,20,800,400,20,12,30
218,200,12,-12,0,200,10,80,20,800,400,20,12,30
230,188,12,-12,0,200,10,80,20,800,400,20,12,30
242,176,12,-12,0,200,10,80,20,800,400,20,12,30
254,164,12,-12,-1,180,10,80,20,800,400,20,12,30
266,152,12,-12,0,160,10,80,20,800,400,20,12,30
278,140,12,-12,0,160,10,80,20,800,400,20,12,30
290,128,12,-12,0,160,10,80,20,800,400,20,12,30
302,116,12,-12,-1,140,10,80,20,800,400,20,12,30
314,104,12,-12,0,120,10,80,20,800,400,20,12,30
326,92,12,-12,0,120,10,80,20,800,400,20,12,30
338,80,12,-12,0,120,10,80,20,800,400,20,12,30
350,68,12,-12,-1,100,10,80,20,800,400,20,12,30
362,56,12,-12,0,80,10,80,20,800,400,20,12,30
374,44,12,-12,0,80,10,80,20,800,400,20,12,30
386,32,12,-12,0,80,10,80,20,800,400,20,12,30
398,44,12,12,0,80,10,80,20,800,400,20,12,30
410,56,12,12,0,80,10,80,20,800,400,20,12,30
422,68,12,12,0,80,10,80,20,800,400,20,12,30
434,80,12,12,1,100,10,80,20,800,400,20,12,30
446,92,12,12,0,120,10,80,20,800,400,20,12,30
458,104,12,12,0,120,10,80,20,800,400,20,12,30
470,116,12,12,0,120,10,80,20,800,400,20,12,30
482,128,12,12,0,120,10,80,20,800,400,20,12,30
494,140,12,12,1,140,10,80,20,800,400,20,12,30
506,152,12,12,0,160,10,80,20,800,400,20,12,30
518,164,12,12,0,160,10,80,20,800,400,20,12,30
530,176,12,12,0,160,10,80,20,800,400,20,12,30
542,188,12,12,1,180,10,80,20,800,400,20,12,30
554,200,12,12,0,200,10,80,20,800,400,20,12,30
566,212,12,12,0,200,10,80,20,800,400,20,12,30
578,224,12,12,1,220,10,80,20,800,400,20,12,30
590,236,12,12,0,240,10,80,20,800,400,20,12,30
602,248,12,12,0,240,10,80,20,800,400,20,12,30
614,260,12,12,1,260,10,80,20,800,400,20,12,30
626,272,12,12,0,280,10,80,20,800,400,20,12,30
638,284,12,12,0,280,10,80,20,800,400,20,12,30
650,296,12,12,0,280,10,80,20,800,400,20,12,30
662,308,12,12,1,300,10,80,20,800,400,20,12,30
674,320,12,12,0,320,10,80,20,800,400,20,12,30
686,332,12,12,0,320,10,80,20,800,400,20,12,30
698,344,12,12,0,320,10,80,20,800,400,20,12,30
710,356,12,12,0,320,10,80,20,800,400,20,12,30
722,368,12,12,0,320,10,80,20,800,400,20,12,30
734,356,12,-12,0,320,10,80,20,800,400,20,12,30
746,344,12,-12,0,320,10,80,20,800,400,20,12,30
758,332,12,-12,0,320,10,80,20,800,400,20,12,30
770,320,12,-12,-1,300,10,80,20,800,400,20,12,30
758,308,-12,-12,0,280,10,80,20,800,400,20,12,30
746,296,-12,-12,0,280,10,80,20,800,400,20,12,30
734,284,-12,-12,0,280,10,80,20,800,400,20,12,30
722,272,-12,-12,0,280,10,80,20,800,400,20,12,30
710,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
698,248,-12,-12,0,240,10,80,20,800,400,20,12,30
686,236,-12,-12,0,240,10,80,20,800,400,20,12,30
674,224,-12,-12,0,240,10,80,20,800,400,20,12,30
662,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
650,200,-12,-12,0,200,10,80,20,800,400,20,12,30
638,188,-12,-12,0,200,10,80,20,800,400,20,12,30
626,176,-12,-12,-1,180,10,80,20,800,400,20,12,30
614,164,-12,-12,0,160,10,80,20,800,400,20,12,30
602,152,-12,-12,0,160,10,80,20,800,400,20,12,30
590,140,-12,-12,-1,140,10,80,20,800,400,20,12,30
578,128,-12,-12,0,120,10,80,20,800,400,20,12,30
566,116,-12,-12,0,120,10,80,20,800,400,20,12,30
554,104,-12,-12,0,120,10,80,20,800,400,20,12,30
542,92,-12,-12,-1,100,10,80,20,800,400,20,12,30
530,80,-12,-12,0,80,10,80,20,800,400,20,12,30
518,68,-12,-12,0,80,10,80,20,800,400,20,12,30
506,56,-12,-12,0,80,10,80,20,800,400,20,12,30
494,44,-12,-12,0,80,10,80,20,800,400,20,12,30
482,32,-12,-12,0,80,10,80,20,800,400,20,12,30
470,44,-12,12,0,80,10,80,20,800,400,20,12,30
458,56,-12,12,0,80,10,80,20,800,400,20,12,30
446,68,-12,12,0,80,10,80,20,800,400,20,12,30
434,80,-12,12,1,100,10,80,20,800,400,20,12,30
422,92,-12,12,0,120,10,80,20,800,400,20,12,30
410,104,-12,12,0,120,10,80,20,800,400,20,12,30
398,116,-12,12,0,120,10,80,20,800,400,20,12,30
386,128,-12,12,0,120,10,80,20,800,400,20,12,30
